Timestamp,X,Y,Z,Label
26:59.8,-1.58,1.92,-8.26,
26:59.8,-1.22,2.44,-7.24,
26:59.8,-1.16,3.02,-6.53,
26:59.9,-0.95,3.34,-5.82,
26:59.9,-0.52,2.75,-4.75,
26:59.9,-0.47,3.16,-3.38,
26:59.9,-0.64,3.18,-2.72,
26:59.9,-0.57,2.56,-1.74,
27:00.0,-0.52,2.44,-1.25,
27:00.0,-0.42,1.92,-0.47,
27:00.0,0.46,0.94,1.39,
27:00.0,1.38,1.72,2.38,
27:00.1,1.46,1.37,3.24,
27:00.1,1.41,0.57,2.42,
27:00.1,1.84,1.68,0.13,
27:00.1,0.88,1.74,0.03,
27:00.1,-0.37,1.58,-0.37,
27:00.2,-0.73,2.88,-4.14,
27:00.2,-2.48,2.93,-4.88,
27:00.2,-2.36,3.4,-6.14,
27:00.2,-1.48,3.99,-6.66,
27:00.3,-1.09,3.44,-7.27,
27:00.3,-0.86,3.27,-7.28,
27:00.3,-1.2,2.27,-8.21,
27:00.3,-1.01,2.32,-10.28,
27:00.3,-0.41,4.71,-11.54,
27:00.4,-0.97,3.59,-12.66,
27:00.4,-0.49,2.83,-12.57,
27:00.4,0.32,3.89,-12.05,
27:00.4,0.36,3.37,-12.49,
27:00.5,-0.61,2.45,-13.36,
27:00.5,-1.79,2.71,-13.74,
27:00.5,-1.93,3.43,-13.43,
27:00.5,-2.05,3.18,-13.44,
27:00.5,-1.8,2.25,-13.76,
27:00.6,-1.07,1.89,-12.87,
27:00.6,0.08,2.48,-12.22,
27:00.6,0.35,2.89,-13.06,
27:00.6,-0.72,3.35,-14.25,
27:00.7,-1.66,3.72,-15.03,
27:00.7,-1.04,3.68,-14.97,
27:00.7,-0.57,2.63,-15.24,
27:00.7,-1.09,1.44,-15.78,
27:00.7,-1.97,0.83,-15.95,
27:00.8,-2,0.78,-16.79,
27:00.8,-0.99,1.21,-17.78,
27:00.8,-1.21,1.13,-17.98,
27:00.8,-1.77,1.8,-17.9,
27:00.9,-2.2,1.98,-17.73,
27:00.9,-1.82,2.2,-17.15,
27:00.9,-1.41,2.93,-16.36,
27:00.9,-1.48,3.42,-15.18,
27:00.9,-1.6,3.1,-13.2,
27:01.0,-1.99,2.73,-11.29,
27:01.0,-1.92,2.76,-9.82,
27:01.0,-1.35,3.2,-8.78,
27:01.0,-0.93,3.73,-7.49,
27:01.1,-0.88,4.07,-6.7,
27:01.1,-1.13,2.96,-5.66,
27:01.1,-0.94,4.07,-5.02,
27:01.1,-0.83,4.07,-5.12,
27:01.1,-0.69,2.75,-3.84,
27:01.2,-0.04,2.31,-2.24,
27:01.2,0.04,1.82,-1.02,
27:01.2,0.08,1.09,-0.28,
27:01.2,0.51,0.91,0.82,
27:01.3,0.54,1.46,2.2,
27:01.3,0.62,1.95,3.07,
27:01.3,0.39,2.3,2.39,
27:01.3,-0.14,1.65,0.25,
27:01.4,-0.19,1.35,0.04,
27:01.4,0.4,1.43,-2.91,
27:01.4,-0.36,1.34,-2.65,
27:01.4,-0.61,2.7,-2.95,
27:01.4,-0.93,3.85,-4.29,
27:01.5,-1.2,3.92,-5.62,
27:01.5,-1.01,3.89,-6.69,
27:01.5,-0.42,3.73,-7.69,
27:01.5,-0.93,2.99,-8.17,
27:01.6,-1.3,3.55,-10.3,
27:01.6,-1.43,4.58,-12.07,
27:01.6,-1,3.44,-11.89,
27:01.6,-0.33,2.74,-12.31,
27:01.6,-1.1,2.25,-12.62,
27:01.7,-1.56,3.18,-13.27,
27:01.7,-0.32,2.77,-13.55,
27:01.7,0.32,3.77,-13.9,
27:01.7,-1.7,3.18,-14.04,
27:01.8,-2.3,3.12,-14.18,
27:01.8,-1.21,2.28,-13.59,
27:01.8,-0.41,2.03,-13.56,
27:01.8,0.06,2.57,-14.09,
27:01.8,-1.32,2.54,-14.03,
27:01.9,-1.31,2.54,-13.79,
27:01.9,-0.67,2.34,-13.77,
27:01.9,-0.32,1.87,-13.95,
27:01.9,-0.83,1.39,-14.51,
27:02.0,-1.62,1.25,-14.92,
27:02.0,-2.48,1.94,-15.85,
27:02.0,-2.04,2.19,-17.25,
27:02.0,-0.85,1.74,-17.62,
27:02.0,-1.41,1.27,-17.52,
27:02.1,-2.54,1.64,-18.85,
27:02.1,-2.19,1.74,-18.71,
27:02.1,-0.76,2.86,-16.86,
27:02.1,-0.88,3.05,-16.39,
27:02.2,-1.26,3.98,-14.29,
27:02.2,-1.28,3.78,-12.49,
27:02.2,-1.18,3.88,-10.66,
27:02.2,-1.69,3.68,-9.4,
27:02.2,-2.29,3.37,-8.15,
27:02.3,-1.81,2.88,-6.46,
27:02.3,-1.03,2.94,-4.96,
27:02.3,-1.07,3.16,-4.47,
27:02.3,-1.27,3.41,-4.64,
27:02.4,-1.02,3.76,-3.69,
27:02.4,-0.66,2.76,-1.95,
27:02.4,-0.39,2.44,-1.53,
27:02.4,-0.18,1.5,-0.83,
27:02.4,0.46,0.5,0.4,
27:02.5,1.43,1.45,1.45,
27:02.5,1.52,2.18,2.46,
27:02.5,1.04,1.42,3.16,
27:02.5,0.87,1.16,2.7,
27:02.6,0.51,1.64,0.63,
27:02.6,-0.11,2.5,-2.23,
27:02.6,-0.83,2.5,-2.77,
27:02.6,-1.93,1.5,-3.07,
27:02.6,-1.8,3.31,-6.03,
27:02.7,-1.81,4.67,-5.87,
27:02.7,-1.01,3.6,-6.42,
27:02.7,0,3.05,-6.47,
27:02.7,0.37,3.89,-8.11,
27:02.8,-0.51,4.32,-9.61,
27:02.8,-1.97,2.29,-11.3,
27:02.8,-1.74,2.62,-11.89,
27:02.8,-0.88,3.53,-12.06,
27:02.8,-1.15,2.54,-12.8,
27:02.9,-0.78,2.22,-12.45,
27:02.9,-0.07,4.76,-13.77,
27:02.9,-0.87,4.42,-13.98,
27:02.9,-1.91,2.71,-13.49,
27:03.0,-1.16,2.42,-12.71,
27:03.0,-0.39,3.62,-12.75,
27:03.0,-0.79,3.58,-13.44,
27:03.0,-1.55,1.85,-13.47,
27:03.1,-1.61,1.28,-13.02,
27:03.1,-1.26,1.74,-12.48,
27:03.1,-0.97,2.09,-12.69,
27:03.1,-1.24,2.83,-14.05,
27:03.1,-1.67,3.43,-15.04,
27:03.2,-0.87,3.23,-14.81,
27:03.2,-0.74,2.77,-14.86,
27:03.2,-1.05,2.23,-15.19,
27:03.2,-1.22,2.14,-16.49,
27:03.3,-1.16,1.39,-17.58,
27:03.3,-1.89,1.46,-17.85,
27:03.3,-2.04,1.66,-17.58,
27:03.3,-1.51,1.91,-16.54,
27:03.3,-1.75,2.1,-16.21,
27:03.4,-2.07,3.13,-15.2,
27:03.4,-1.99,4.28,-14.25,
27:03.4,-2.07,5.06,-13.56,
27:03.4,-2.18,4.82,-12.37,
27:03.5,-1.98,3.77,-10.11,
27:03.5,-1.53,3.54,-8.37,
27:03.5,-0.86,2.84,-6.96,
27:03.5,-0.71,2.53,-6.26,
27:03.5,-0.58,2.51,-5.61,
27:03.6,-0.4,2.95,-4.56,
27:03.6,-0.75,3.74,-4.41,
27:03.6,-0.77,3.88,-3.78,
27:03.6,-0.63,3.29,-2.27,
27:03.7,-0.41,2,-0.96,
27:03.7,-0.27,0.8,-0.18,
27:03.7,0.32,0.9,0.59,
27:03.7,0.97,2.06,1.42,
27:03.7,1.32,2.4,2.09,
27:03.8,0.67,1.46,2.23,
27:03.8,0.49,1.27,0.36,
27:03.8,0.02,2.06,-2.37,
27:03.8,-0.49,2.06,-3.65,
27:03.9,-1.38,0.83,-3.54,
27:03.9,-1.41,3.3,-4.98,
27:03.9,-0.97,4.2,-5.67,
27:03.9,-0.88,4.04,-6.15,
27:03.9,-0.31,3.57,-6.21,
27:04.0,-0.21,3.14,-7.49,
27:04.0,-0.63,4.37,-9.81,
27:04.0,-1.29,4.44,-10.75,
27:04.0,-1.4,2.9,-10.95,
27:04.1,-0.99,2.99,-11.33,
27:04.1,-0.68,3.21,-12.05,
27:04.1,-0.65,3.18,-12.99,
27:04.1,-1.77,2.78,-13.55,
27:04.1,-1.49,4.22,-13.95,
27:04.2,-1.05,3.89,-13.59,
27:04.2,-1.29,1.76,-13.46,
27:04.2,-0.6,1.74,-13.53,
27:04.2,-0.58,2.31,-12.65,
27:04.3,-0.39,3.39,-12.76,
27:04.3,-1.23,1.99,-12.64,
27:04.3,-1.26,1.68,-12.49,
27:04.3,-1.03,2.03,-12.1,
27:04.3,-0.89,2.35,-12.22,
27:04.4,-0.74,3.19,-13.63,
27:04.4,-1.12,3.7,-14.57,
27:04.4,-1.83,3.15,-14.74,
27:04.4,-1.74,2.14,-14.66,
27:04.5,-1.02,1.27,-14.79,
27:04.5,-0.93,1.03,-15.18,
27:04.5,-1.03,1.2,-15.96,
27:04.5,-1.1,1.17,-16.5,
27:04.5,-1.23,1.22,-16.57,
27:04.6,-1.36,1.48,-16.54,
27:04.6,-1.58,1.76,-16.49,
27:04.6,-2.03,2.28,-16.33,
27:04.6,-2.07,3.01,-15.54,
27:04.7,-1.52,3.76,-14.29,
27:04.7,-1.95,4.09,-12.64,
27:04.7,-2.38,3.91,-12.31,
27:04.7,-1.82,3.18,-9.91,
27:04.8,-1.51,3.19,-8.91,
27:04.8,-1.35,3.25,-8.62,
27:04.8,-1.04,3.23,-7.34,
27:04.8,-1.34,3.76,-6.17,
27:04.8,-1.16,4.22,-5.55,
27:04.9,-0.94,3.4,-4.55,
27:04.9,-0.72,3.14,-3.68,
27:04.9,-0.88,3.11,-2.78,
27:04.9,-0.83,2.48,-1.61,
27:05.0,-0.39,2.07,-0.87,
27:05.0,0.1,1.74,-0.2,
27:05.0,0.54,1.41,0.75,
27:05.0,0.54,1.4,1.77,
27:05.0,0.96,1.63,2.53,
27:05.1,1.1,1.88,2.22,
27:05.1,0.89,1.61,0.14,
27:05.1,0.5,2.01,-1.3,
27:05.1,0.34,2.5,-3.09,
27:05.2,-0.27,2.02,-3.01,
27:05.2,-1.34,1.59,-4.54,
27:05.2,-1.25,4.43,-5.82,
27:05.2,-1.44,3.37,-6.73,
27:05.2,-1.21,3.12,-7,
27:05.3,-0.59,3.75,-8.47,
27:05.3,-0.79,4.01,-9.37,
27:05.3,-1.84,3.75,-10.39,
27:05.3,-1.15,3.84,-10.91,
27:05.4,0.12,4.42,-11.67,
27:05.4,-0.54,3.63,-12.27,
27:05.4,-2.19,2.11,-11.68,
27:05.4,-1.52,3.17,-13.7,
27:05.4,-1.05,3.49,-14.23,
27:05.5,-1.47,2.6,-12.78,
27:05.5,-1.28,3.01,-13.1,
27:05.5,-0.72,3.01,-14.3,
27:05.5,-0.99,2.28,-13.99,
27:05.6,-1.5,2.04,-13.01,
27:05.6,-1.43,2.22,-12.7,
27:05.6,-1.12,2.18,-13.09,
27:05.6,-0.78,2.02,-13.24,
27:05.6,-0.48,1.94,-12.92,
27:05.7,-0.17,2.22,-12.36,
27:05.7,-0.25,2.44,-11.85,
27:05.7,-0.84,2.57,-12.34,
27:05.7,-0.68,1.7,-12.12,
27:05.8,-0.86,1.17,-11.45,
27:05.8,-1.47,0.86,-10.93,
27:05.8,-1.63,0.85,-10.64,
27:05.8,-1.64,0.95,-10.52,
27:05.8,-1.57,0.89,-10.37,
27:05.9,-1.42,1.07,-10.35,
27:05.9,-1.14,1.39,-10.51,
27:05.9,-0.74,1.54,-10.5,
27:05.9,-0.46,1.68,-10.35,
27:06.0,-0.26,1.77,-10.2,
27:06.0,-0.04,1.67,-10.09,
27:06.0,0.07,1.44,-10.06,
27:06.0,0.05,1.29,-10.03,
27:06.0,-0.15,0.81,-10.13,
27:06.1,-0.21,0.78,-10.06,
27:06.1,-0.24,0.83,-10.13,
27:06.1,-0.46,0.99,-10.23,
27:06.1,-0.92,1.32,-10.7,
27:06.2,-1,1.22,-10.62,
27:06.2,-0.97,1.22,-10.47,
27:06.2,-0.86,1.26,-10.36,
27:06.2,-0.6,1.14,-10.34,
27:06.2,-0.45,1.13,-10.55,
27:06.3,-0.44,1.22,-10.82,
27:06.3,-0.34,1.38,-11.16,
27:06.3,-0.14,1.41,-11.47,
27:06.3,0.09,1.45,-11.69,
27:06.4,0.29,1.51,-11.73,
27:06.4,0.3,1.44,-11.77,
27:06.4,0.14,1.3,-11.75,
27:06.4,-0.06,1.19,-11.69,
27:06.4,-0.15,1.27,-11.53,
27:06.5,-0.25,1.34,-11.31,
27:06.5,-0.5,1.19,-11.14,
27:06.5,-0.76,0.96,-11.08,
27:06.5,-0.79,1.08,-10.81,
27:06.6,-0.61,1.31,-10.41,
27:06.6,-0.54,1.31,-9.97,
27:06.6,-0.47,1.28,-9.42,
27:06.6,-0.29,1.15,-8.68,
27:06.7,-0.29,0.91,-8.14,
27:06.7,-0.34,0.81,-7.73,
27:06.7,-0.2,0.83,-7.59,
27:06.7,0.3,0.88,-7,
27:06.7,0.51,1.01,-6.7,
27:06.8,0.63,1.12,-6.57,
27:06.8,0.6,1.11,-6.66,
27:06.8,0.32,1.03,-7.11,
27:06.8,-0.06,1.01,-7.8,
27:06.9,-0.43,1.09,-8.37,
27:06.9,-0.74,1.2,-8.81,
27:06.9,-0.73,1.26,-9.13,
27:06.9,-0.61,1.1,-9.33,
27:06.9,-0.69,0.86,-9.64,
27:07.0,-0.71,0.67,-9.9,
27:07.0,-0.4,0.59,-9.72,
27:07.0,0.05,0.59,-9.4,
27:07.0,0.26,0.67,-9.31,
27:07.1,0.16,0.75,-9.42,
27:07.1,0.07,0.94,-9.54,
27:07.1,0,1.15,-9.62,
27:07.1,-0.12,1.33,-9.75,
27:07.1,-0.16,1.35,-9.78,
27:07.2,-0.28,1.08,-9.81,
27:07.2,-0.29,0.88,-9.88,
27:07.2,-0.17,0.82,-9.82,
27:07.2,-0.03,0.84,-9.81,
27:07.3,0.02,0.85,-9.85,
27:07.3,-0.01,0.87,-9.88,
27:07.3,0.02,0.97,-9.9,
27:07.3,0.07,1.04,-9.89,
27:07.3,0.04,1.1,-9.87,
27:07.4,0.05,1.11,-9.73,
27:07.4,-0.03,1.08,-9.61,
27:07.4,-0.13,1.09,-9.62,
27:07.4,-0.18,1.04,-9.66,
27:07.5,-0.31,0.99,-9.81,
27:07.5,-0.35,1.01,-9.8,
27:07.5,-0.18,1.07,-9.57,
27:07.5,-0.07,0.94,-9.3,
27:07.5,-0.11,0.87,-9.12,
27:07.6,-0.22,0.93,-8.97,
27:07.6,-0.2,1.09,-8.66,
27:07.6,-0.18,1.1,-8.54,
27:07.6,-0.2,1.09,-8.42,
27:07.7,-0.24,1.17,-7.96,
27:07.7,-0.22,1.2,-7.73,
27:07.7,-0.18,1.13,-7.2,
27:07.7,-0.19,0.8,-6.48,
27:07.7,-0.25,0.65,-6.28,
27:07.8,-0.32,0.48,-6.28,
27:07.8,-0.29,0.3,-6.13,
27:07.8,-0.33,0.04,-6.27,
27:07.8,-0.4,0.04,-6.79,
27:07.9,-0.32,0.24,-7.25,
27:07.9,-0.07,0.72,-7.57,
27:07.9,0.17,1,-7.67,
27:07.9,0.34,0.97,-7.67,
27:07.9,0.31,0.87,-8.07,
27:08.0,-0.17,0.72,-9.4,
27:08.0,-0.4,0.79,-9.97,
27:08.0,-0.43,1.12,-10.4,
27:08.0,-0.14,1.31,-10.09,
27:08.1,0.08,1.16,-9.99,
27:08.1,0.2,0.79,-10.25,
27:08.1,0.23,0.82,-10.86,
27:08.1,0.43,1.36,-11.02,
27:08.1,0.3,1.44,-10.91,
27:08.2,0,1.28,-10.88,
27:08.2,-0.23,0.63,-11.11,
27:08.2,-0.52,0.66,-11.48,
27:08.2,-0.64,0.83,-11.53,
27:08.3,-0.55,1.05,-11.35,
27:08.3,-0.26,1.16,-11.24,
27:08.3,-0.11,1.31,-11.13,
27:08.3,-0.27,1.28,-11.33,
27:08.4,-0.14,1.13,-11.86,
27:08.4,0.03,1.17,-11.89,
27:08.4,0.2,1.25,-11.59,
27:08.4,0.14,1.29,-11.44,
27:08.4,0.09,1.37,-11.3,
27:08.5,1.12,1.84,-11.53,
27:08.5,1.59,1.96,-11.6,
27:08.5,1.8,1.73,-11.53,
27:08.5,-0.41,1.39,-11.43,
27:08.6,-1.21,1.27,-11.45,
27:08.6,-1.65,0.78,-10.88,
27:08.6,-1.22,0.2,-10.58,
27:08.6,-1.09,0.1,-10.65,
27:08.6,-0.85,0.02,-11.1,
27:08.7,0.39,1.46,-11.28,
27:08.7,0.79,2.04,-10.98,
27:08.7,0.91,2.74,-10.59,
27:08.7,0.67,2.97,-10.62,
27:08.8,0.53,2.03,-10.5,
27:08.8,0.28,0.94,-10.32,
27:08.8,-0.09,0.21,-10.18,
27:08.8,-0.36,-0.04,-10.13,
27:08.8,-0.46,0.33,-9.92,
27:08.9,-0.45,0.96,-9.92,
27:08.9,-0.36,1.32,-10.25,
27:08.9,-0.07,1.48,-10.22,
27:08.9,0.33,1.7,-9.9,
27:09.0,0.28,1.65,-9.84,
27:09.0,0.34,2.08,-11.64,
27:09.0,0.58,2.09,-11.18,
27:09.0,-0.68,0.38,-8.51,
27:09.0,-0.07,1.36,-10.7,
27:09.1,0.05,0.99,-10.23,
27:09.1,-0.18,0.92,-9.74,
27:09.1,-0.25,1.09,-9.72,
27:09.1,-0.44,1.13,-9.89,
27:09.2,-0.54,1.27,-9.87,
27:09.2,-0.39,1.37,-9.79,
27:09.2,-0.16,1.52,-9.7,
27:09.2,-0.24,1.59,-9.84,
27:09.2,-1.28,1.59,-9.91,
27:09.3,-1.44,1.43,-10.4,
27:09.3,-1.57,0.18,-11.14,
27:09.3,-0.81,-2.65,-9.49,
27:09.3,0.16,-2.72,-9.48,
27:09.4,1.01,1.44,-9.74,
27:09.4,-0.78,2.23,-9.93,
27:09.4,-2.62,2.18,-10.29,
27:09.4,-1.44,0.6,-10.37,
27:09.4,-0.09,-0.38,-10.08,
27:09.5,1.38,-0.67,-9.35,
27:09.5,-0.73,0.8,-9.65,
27:09.5,-2.18,1.2,-10.59,
27:09.5,-0.8,1.19,-10.16,
27:09.6,0.66,0.12,-9.37,
27:09.6,-0.14,0.07,-9.87,
27:09.6,-0.98,0.69,-10.07,
27:09.6,-0.78,1.07,-9.87,
27:09.6,-0.44,0.74,-9.97,
27:09.7,-0.29,0.23,-9.8,
27:09.7,-0.55,0.7,-9.92,
27:09.7,-0.63,0.86,-9.93,
27:09.7,-0.53,0.59,-9.92,
27:09.8,-0.35,0.42,-9.85,
27:09.8,-0.41,0.6,-9.88,
27:09.8,-0.6,0.73,-9.93,
27:09.8,-0.58,0.64,-9.9,
27:09.8,-0.4,0.54,-9.87,
27:09.9,-0.42,0.58,-9.88,
27:09.9,-0.56,0.66,-9.91,
27:09.9,-0.55,0.66,-9.91,
27:09.9,-0.44,0.6,-9.88,
27:10.0,-0.45,0.59,-9.88,
27:10.0,-0.52,0.62,-9.9,
27:10.0,-0.51,0.64,-9.91,
27:10.0,-0.47,0.6,-9.88,
27:10.1,-0.48,0.57,-9.9,
27:10.1,-0.5,0.62,-9.9,
27:10.1,-0.51,0.63,-9.88,
27:10.1,-0.49,0.59,-9.9,
27:10.1,-0.47,0.61,-9.89,
27:10.2,-0.5,0.61,-9.89,
27:10.2,-0.51,0.62,-9.91,
27:10.2,-0.49,0.61,-9.9,
27:10.2,-0.49,0.62,-9.88,
27:10.3,-0.51,0.63,-9.88,
27:10.3,-0.51,0.63,-9.89,
27:10.3,-0.48,0.6,-9.89,
27:10.3,-0.49,0.61,-9.89,
27:10.3,-0.5,0.62,-9.9,
27:10.4,-0.49,0.61,-9.89,
27:10.4,-0.49,0.61,-9.9,
27:10.4,-0.48,0.62,-9.9,
27:10.4,-0.49,0.62,-9.9,
27:10.5,-0.49,0.63,-9.89,
27:10.5,-0.5,0.63,-9.89,
27:10.5,-0.49,0.61,-9.89,
27:10.5,-0.5,0.62,-9.9,
27:10.5,-0.5,0.62,-9.89,
27:10.6,-0.48,0.61,-9.9,
27:10.6,-0.49,0.62,-9.9,
27:10.6,-0.5,0.62,-9.9,
27:10.6,-0.49,0.61,-9.9,
27:10.7,-0.49,0.61,-9.9,
27:10.7,-0.5,0.62,-9.89,
27:10.7,-0.48,0.61,-9.89,
27:10.7,-0.5,0.62,-9.9,
27:10.7,-0.49,0.61,-9.9,
27:10.8,-0.49,0.61,-9.9,
27:10.8,-0.49,0.62,-9.9,
27:10.8,-0.5,0.61,-9.9,
27:10.8,-0.49,0.62,-9.89,
27:10.9,-0.49,0.62,-9.9,
27:10.9,-0.48,0.61,-9.89,
27:10.9,-0.49,0.62,-9.9,
27:10.9,-0.49,0.63,-9.9,
27:10.9,-0.48,0.61,-9.9,
27:11.0,-0.49,0.62,-9.9,
27:11.0,-0.51,0.62,-9.9,
27:11.0,-0.5,0.61,-9.88,
27:11.0,-0.49,0.6,-9.89,
27:11.1,-0.49,0.61,-9.9,
27:11.1,-0.49,0.61,-9.89,
27:11.1,-0.49,0.6,-9.9,
27:11.1,-0.49,0.61,-9.9,
27:11.1,-0.49,0.62,-9.89,
27:11.2,-0.49,0.61,-9.9,
27:11.2,-0.49,0.61,-9.9,
27:11.2,-0.5,0.61,-9.9,
27:11.2,-0.5,0.62,-9.9,
27:11.3,-0.5,0.61,-9.91,
27:11.3,-0.49,0.6,-9.89,
27:11.3,-0.49,0.61,-9.89,
27:11.3,-0.5,0.61,-9.89,
27:11.3,-0.5,0.61,-9.89,
27:11.4,-0.5,0.61,-9.89,
27:11.4,-0.5,0.61,-9.9,
27:11.4,-0.49,0.61,-9.9,
27:11.4,-0.49,0.62,-9.9,
27:11.5,-0.5,0.62,-9.89,
27:11.5,-0.5,0.61,-9.9,
27:11.5,-0.48,0.61,-9.9,
27:11.5,-0.48,0.62,-9.9,
27:11.5,-0.49,0.61,-9.9,
27:11.6,-0.49,0.6,-9.9,
27:11.6,-0.5,0.61,-9.89,
27:11.6,-0.49,0.61,-9.89,
27:11.6,-0.49,0.61,-9.89,
27:11.7,-0.49,0.61,-9.89,
27:11.7,-0.49,0.61,-9.9,
27:11.7,-0.49,0.61,-9.9,
27:11.7,-0.49,0.62,-9.91,
27:11.8,-0.49,0.62,-9.9,
27:11.8,-0.49,0.61,-9.9,
27:11.8,-0.48,0.61,-9.89,
27:11.8,-0.48,0.61,-9.9,
27:11.8,-0.49,0.61,-9.9,
27:11.9,-0.49,0.62,-9.89,
27:11.9,-0.49,0.62,-9.89,
27:11.9,-0.49,0.61,-9.9,
27:11.9,-0.5,0.62,-9.9,
27:12.0,-0.49,0.61,-9.89,
27:12.0,-0.49,0.62,-9.88,
27:12.0,-0.49,0.62,-9.88,
27:12.0,-0.5,0.61,-9.9,
27:12.0,-0.49,0.6,-9.89,
27:12.1,-0.5,0.62,-9.9,
27:12.1,-0.5,0.62,-9.89,
27:12.1,-0.49,0.61,-9.9,
27:12.1,-0.5,0.61,-9.89,
27:12.2,-0.5,0.61,-9.9,
27:12.2,-0.49,0.61,-9.89,
27:12.2,-0.49,0.61,-9.89,
27:12.2,-0.49,0.6,-9.9,
27:12.2,-0.5,0.61,-9.9,
27:12.3,-0.5,0.62,-9.89,
27:12.3,-0.5,0.61,-9.89,
27:12.3,-0.49,0.6,-9.9,
27:12.3,-0.49,0.6,-9.89,
27:12.4,-0.49,0.62,-9.88,
27:12.4,-0.49,0.6,-9.89,
27:12.4,-0.49,0.62,-9.9,
27:12.4,-0.5,0.62,-9.89,
27:12.4,-0.5,0.61,-9.89,
27:12.5,-0.49,0.61,-9.88,
27:12.5,-0.5,0.61,-9.88,
27:12.5,-0.5,0.62,-9.9,
27:12.5,-0.49,0.62,-9.9,
27:12.6,-0.51,0.61,-9.89,
27:12.6,-0.5,0.61,-9.89,
27:12.6,-0.5,0.61,-9.9,
27:12.6,-0.5,0.61,-9.89,
27:12.6,-0.5,0.6,-9.88,
27:12.7,-0.5,0.61,-9.9,
27:12.7,-0.5,0.61,-9.9,
27:12.7,-0.5,0.61,-9.9,
27:12.7,-0.5,0.6,-9.9,
27:12.8,-0.5,0.61,-9.89,
27:12.8,-0.49,0.62,-9.89,
27:12.8,-0.49,0.61,-9.89,
27:12.8,-0.5,0.61,-9.9,
27:12.8,-0.49,0.62,-9.89,
27:12.9,-0.49,0.62,-9.9,
27:12.9,-0.5,0.62,-9.9,
27:12.9,-0.49,0.61,-9.89,
27:12.9,-0.49,0.62,-9.89,
27:13.0,-0.49,0.62,-9.9,
27:13.0,-0.5,0.62,-9.9,
27:13.0,-0.5,0.61,-9.89,
27:13.0,-0.49,0.61,-9.89,
27:13.0,-0.49,0.62,-9.9,
27:13.1,-0.49,0.61,-9.89,
27:13.1,-0.48,0.61,-9.89,
27:13.1,-0.48,0.62,-9.89,
27:13.1,-0.5,0.62,-9.89,
27:13.2,-0.48,0.61,-9.9,
27:13.2,-0.5,0.61,-9.9,
27:13.2,-0.49,0.62,-9.89,
27:13.2,-0.5,0.61,-9.9,
27:13.2,-0.48,0.62,-9.89,
27:13.3,-0.48,0.61,-9.9,
27:13.3,-0.49,0.62,-9.89,
27:13.3,-0.49,0.61,-9.9,
27:13.3,-0.5,0.6,-9.9,
27:13.4,-0.49,0.61,-9.89,
27:13.4,-0.49,0.61,-9.89,
27:13.4,-0.5,0.61,-9.89,
27:13.4,-0.49,0.61,-9.89,
27:13.5,-0.49,0.61,-9.89,
27:13.5,-0.49,0.61,-9.91,
27:13.5,-0.49,0.61,-9.9,
27:13.5,-0.49,0.61,-9.9,
27:13.5,-0.5,0.61,-9.9,
27:13.6,-0.5,0.61,-9.9,
27:13.6,-0.5,0.61,-9.89,
27:13.6,-0.49,0.61,-9.88,
27:13.6,-0.49,0.61,-9.9,
27:13.7,-0.49,0.62,-9.9,
27:13.7,-0.49,0.61,-9.9,
27:13.7,-0.5,0.61,-9.9,
27:13.7,-0.5,0.61,-9.9,
27:13.7,-0.49,0.62,-9.88,
27:13.8,-0.5,0.61,-9.9,
27:13.8,-0.51,0.61,-9.9,
27:13.8,-0.5,0.61,-9.89,
27:13.8,-0.49,0.6,-9.9,
27:13.9,-0.48,0.61,-9.89,
27:13.9,-0.51,0.6,-9.9,
27:13.9,-0.49,0.61,-9.89,
27:13.9,-0.49,0.62,-9.9,
27:13.9,-0.49,0.62,-9.89,
27:14.0,-0.49,0.61,-9.89,
27:14.0,-0.5,0.61,-9.88,
27:14.0,-0.51,0.62,-9.9,
27:14.0,-0.5,0.61,-9.89,
27:14.1,-0.5,0.61,-9.89,
27:14.1,-0.5,0.62,-9.89,
27:14.1,-0.5,0.61,-9.9,
27:14.1,-0.5,0.61,-9.91,
27:14.1,-0.5,0.61,-9.9,
27:14.2,-0.5,0.62,-9.89,
27:14.2,-0.5,0.61,-9.9,
27:14.2,-0.48,0.62,-9.9,
27:14.2,-0.48,0.61,-9.9,
27:14.3,-0.5,0.6,-9.89,
27:14.3,-0.5,0.61,-9.89,
27:14.3,-0.49,0.61,-9.89,
27:14.3,-0.49,0.61,-9.9,
27:14.3,-0.49,0.62,-9.9,
27:14.4,-0.49,0.62,-9.89,
27:14.4,-0.49,0.62,-9.9,
27:14.4,-0.49,0.6,-9.91,
27:14.4,-0.49,0.61,-9.9,
27:14.5,-0.49,0.62,-9.89,
27:14.5,-0.49,0.62,-9.88,
27:14.5,-0.5,0.6,-9.91,
27:14.5,-0.49,0.61,-9.91,
27:14.5,-0.5,0.61,-9.88,
27:14.6,-0.5,0.61,-9.89,
27:14.6,-0.49,0.61,-9.88,
27:14.6,-0.5,0.61,-9.9,
27:14.6,-0.49,0.61,-9.9,
27:14.7,-0.49,0.61,-9.89,
27:14.7,-0.5,0.61,-9.9,
27:14.7,-0.5,0.61,-9.9,
27:14.7,-0.49,0.61,-9.9,
27:14.7,-0.49,0.61,-9.9,
27:14.8,-0.5,0.61,-9.9,
27:14.8,-0.49,0.61,-9.89,
